2	ab	ady	ain	ale	arb	av	azj	ba	be	bg	bn	br	bsk	bua	ca	ce	ckt	cmn	cs	cv	cy	da	dar	ddo	de	ekk	el	en	enf	es	ess	eu	evn	fi	fr	ga	gld	he	hi	hr	hu	hy	is	it	itl	ja	ka	kca	ket	khk	kk	kl	kmr	kn	ko	koi	kpv	krl	la	lbe	lez	liv	lt	lv	mdf	mhr	ml	mnc	mns	mrj	myv	nio	niv	nl	no	olo	os	pbu	pes	pl	pt	ro	ru	sah	se	sel	sjd	sk	sl	sma	smj	smn	sms	sq	sv	ta	te	tr	tt	udm	uk	uzn	vep	xal	ykg	yrk	yux
Leute::N	ауаа	цӏыфхэ́р	utara	anǵaǵi-x́	ناس	гӏадамал	xalq	кешеләр	людзі	хора	প্রজাপুঞ্জ	tud	sis	хүнүүд	gent	нах	о’равэтльат	人们	lidé	ҫамрӑк ҫынсем, ҫамрӑксем	pobl	mennesker, folk	адамти	гьадамби	Leute	inimesed	κόσμος, άνθρωποι	people	энчу	gente		jende	бэел	ihmiset, väki	gens	muintir	гэрэ̄н гурун	אנשים	लोग	ljudi	emberek	մարդիկ	fólk	gente	ч’амзанла’н	人々	ადამიანები	ёх, мохет	дэʼӈ	хүмүүс	кісілер	inuiaqatigiit, inuiak	xelk	ಮಂದಿ	사람들	йӧз	войтыр, йӧз	rahvas	homines	инсантал	инсанар	ro’vzt, ro’vd	žmonės	ļaudis, cilvēki	ломатть	еҥ-влак	ജനങ്ങൾ	niyalma	ма̄хум	эдемвлӓ	ломанть	ӈанаˮсанәˮ	нивхгу	mensen, lui	folk	rahvas	адӕм	خلک	مردم	ludzie	pessoas, gente	lume, oameni	люди	дьон	álbmot	ӄумын	о̄ллмэ	ľudia	ljudjé	aalmoge	ulmutja	viehâ	aalmi	njerëz, botë	folk	மக்கள்	జనులు	halk, insanlar	халык	адямиос	люди	xaloyiq	rahvaz	әмтн	чии	ненэцяˮ	omnī
Licht::N	алашара	нэфы, нэфын	nupek	angali-x́	ضوء, نور	канлъи	işıq	яҡтылыҡ	святло	светлина	আলো	gouloù	sáṅkuṣ, raś	гэрэл, гал	llum	серло	к’эргык’эр	光	světlo	ҫутӑ	golau	lys	шала	нур	Licht	valgus	φως	light	дери	luz	ниӷук	argi	ӈэ̄ри	valo	lumière	solas	ӈэ̄гден	אור	प्रकाश, रोशनी	svjetlo	fény	լույս	ljós	luce	атх’атх	光	შუქი, სინათლე	нови тут	иӷат	гэгээ, гэрэл	шұғыла	qaamaneq	ronahî	ಬೆಳಕು	불	би	югӧр	valo	lux, lumen	чани	экв	va’l, sieldõm	šviesa	gaisma	ва́лда	со́то	സൂര്യപ്രകാശം, വിളക്ക്	fiyan	пос	валгыды, соты	валдо	каз̌ар		licht	lys	valo	рухс	رڼا	نور, روشنی	światło	luz	lumină	свет	уот	čuovga, čuovggas	челы	то̄лл	svetlo	lúč	tjoevke	tjuovgga	čuoṿâ	toll, čuõvv	dritë	ljus	வெளிச்சம்	కాంతి	ışık	якты	тыл	світло	yorug'	vauktuz	герл	чайлэ	яля	pońqə
Lied::N	ашəа	орэ́д	shinotcha	angaasi-x́	أغنية	кечӏ	mahnı	йыр	песня	песен	গান	kanaouenn	ġar	дуун	cançó	илли	типъэйн’эн, грэп	歌曲	píseň	юрӑ	cân	sang	далай	кечӏ	Lied	laul	τραγούδι	song	бари	canción	иляӷан	abesti	икэ̄н	laulu	chanson, chant	amhrán	дярин	שיר	गीत	pjesma	dal, ének	երգ	ljóð, söngur	canto, canzone	чаӄа’ӆэс	歌	სიმღერა	ар	иʼль	дуу	ән, жыр, ән-жыр	taalliaq, erinarsuut	sitran	ಗಾನ	노래	сьыланкыв	сьыланкыв, сьылан	laulu	carmen	балай	мани	loul	daina, giesmė	dziesma	мора	му́ро	പാട്ട്	ucun	э̄рыг	мыры	моро	бәлы	лу	lied	vise	pajo	зарӕг	سندره, غزله	ترانه, آواز	piosenka, pieśń	canção	cântec	песня	ырыа	lávlla	коймы	ла̄ввл	pieseň	pésem	laavloe	lávla	laavlâ	laaul	këngë	sång	பாட்டு	పాట	türkü	җыр	кырӟан	пісня	ashula	pajo	дун	йахтэ	хынӑбц	jaqtə
Linie::N	аицтәар	хъахъ, итхъа́гъ	naye	chirti-x́	خط	мухъ	xətt	һыҙыҡ	лінія	черта	রেখা	linenn	ċhir	лини, харгы	línia	сиз	кылвыгыргын	线条	linka	йӗр	llinell	linie	тугъ	цах, хӏуч	Linie	joon	γραμμή	line	берихума	línea	тырылъыӄ	linea	игран	viiva	ligne	líne	яварича	קו	लाइन	crta	vonal	գիծ	lína	lìnea		線	ხაზი	сюртап		шугам	сызық	titarneq, tittaq	xezik	ರೀಖೆ	선	визь	визь	viiva	linea	щва	цӏар	līnij	linija	līnija	межа, китькс	ли́ний	രേഖ, വര	futa, sijin, juduran	сюртуп, са̄лум		кикс	биндар		lijn	linje	čeri, viivu	хахх	لیکه, خط	خط, سطر	linia	linha	linie	линия	сурааһын	linnjá, linjá	линия	це̄кесь	línia	próga	sïeve	linnja	njuálgus	certldõk	vijë	linje	கோடு	గీత	hat, çizgi	сызык	гож	лінія	liniya	pird	зурасн		енеˮмы	
Lippe::N	ақьышə	ӏупшӏэ́	papush	adi-x́	شفة	кӏветӏ	dodaq	ирен	губа	устна	অধর	muzell	-íl	урал	llavi	балда	вамылкалгын	嘴唇	ret	тута	gwefus	læbe	кӏентӏ	кьепу	Lippe	huul	χείλος	lip	питы	labio	ӄызиӄ	ezpain	хэдюн	huuli	lèvre	liopa	пэмун	שפה	होंठ, ओंठ	usna	ajak	շրթունք	vör	labbro	к’элфӆэ’н	唇	ბაგე	торп	лёняӈ	уруул	ерін	qarloq	lêv	ತುಟಿ	입술	тырп	вом дор	huuli	labrum	мурччи	пӏуз	ūļ	lūpa	lūpa	търва́	тӱ́рвӧ	ചുണ്ട്	femen	томп, питьми	тӹрвӹ	турва	хебтыˮ	ывлых	lip	leppe	huuli	был	شونډه	لب	warga	lábio	buză	губа	уос	bavssa	өӈыттоп	пэ̄кс	pera	ústnica	bangseme	njálmmerabdda	poovsâ	põõus	buzë	läpp	உதடு	పెదవి	dudak	ирен	ымдур	губа	dudoq	hul'	урл		няʼ вар, пибтяʼ(н), ӈухуд	
Loch::N	акылҵəара	гъуа́н	shui, pui	axsagna-x́	ثقب	каратӏ	deşik	тишек	дзірка	дупка	গর্ত	toull	ġuṭóopus, il	соорхой	forāt	ӏуьрг	аквыргын	洞	díra	шӑтӑк	twll	hul	гӏями, тӏярхъи	къоӏд	Loch	auk	τρύπα	hole	ҫе, баг	abertura, agujero	пая	zulo	саӈа̄р	kolo, reikä	trou	poll	саӈгар	חר	सूराख़, छेद	rupa	lyuk	անցք	hola, gat	buco	пхалпхал	穴	ხვრელი	вус	каʼӈ	онгорхой, цоорхой	тесік	putu	qul	ತೂತು	빙옷	осьта	розь	loukko	foramen	ккутӏ	тӏеквен	ouk	skylė	caurums	варя	рож	ദ്വാരം	sangga, angga, yeru	ас	ыраж	варя	сиә	к’уты	gat	hull	loukko	хуынкъ	سوری	سوراخ	dziura	buraco, furo	gaură	дыра	тэһэҕэс, дьөлөҕөс	ráigi	мӱ	ра̄ййк	diera	lúknja	raejkie	rájgge	räigi	râi´ǧǧ, loikk	vrimë	hål	துளை	రంధ్రము	delik, oyuk	тишек	пась	діра	teshik	reig	хаһрха	көйлуу, экуу	си	qonžə
Luft::N	аҳаир	жьы	nish	ini-x́	هواء	гьава	hava	һауа	паветра	въздух	বায়ু	aer	hawáa	агаар	aire	xӏаваъ	выйин	空气	vzduch	сывлӑш	awyr	luft	гьава	гьава	Luft	õhk	αέρας	air	ид	aire	воздуха	aire	кэй	ilma	air	aer	воздух	אויר	वायु, हवा	zrak	levegő	օդ	loft	aria	фчифч	空気	ჰაერი	ӆыӆ шув	и	агаар	әуе	silaannaq	ba	ವಾಯು	동준, 가스채	ру	сынӧд	ilma	aer	гьава	гьава	ȭ’g	oras	gaiss	кожф	юж	കാറ്റ്	sukdun, abkai sukdun	лылыйэ̄п	воздух, юж	кошт	ӈуо биә	т’аф	lucht	luft	ilmu	уӕлдӕф	هوا	هوا	powietrze	ar	aer	воздух	салгын	áibmu	нут кэй	вӯйнас	vzduch	zràk	elmie	ájmmo	áimu	šõŋŋ	ajër	luft	காறறு	గాలి	hava	һава	омыр	повітря	havo	il'm	аһар	пудэрэкунаӻарэ	индˮ(д)	
Lust::N	агəазыҳəара	шӏонгъоны́гъ		gix́ta-	شهوة	гъира	həvəs	әүәҫлек	цяга	желание	বাসনা	c'hoant	pasandidaarí	хүсэлэн, хүсэл	ganes	лаам	тагъян’гыргын	乐趣	chuť	кӑмӑл	chwant	lyst	иштяхӏ	рокьи	Lust	himu	όρεξη	desire	комачу	ganas		gogo	гэлэ̄н	himo	envie	fonn		חשק, תשוקה	कामना, चाह	volja	kedv	փափագ, իղձ	löngun, fýsn	voglia		気	წადილი	лаӈхапса	ӄоʼй	хүсэл, дур	тәбет, құштарлық, ынтызар	piummaseq, illigussuseq	şewq	ಇಷ್ಟ		охота	радейтӧм, кыскӧм	himo	libido, voluptas	ччаву, гьавас	гьевес	imū, kǭrõm	noras, geidulys	kāre	таколдома	ку́мыл	ആഗ്രഹം	buyecun, buyen, buyenin	сыме тахнэ ва̄рмаль	охата, шӓр, шанымаш	бажамо	кәрбубса, кәрбуләму		lust, zin	lyst	himo	монц	شوق, مینه	هوس	chęć, ochota	vontade	poftă, înclinare	влечение	баҕа	hállu	эсымпа	туввмушш	chuť	poželênje	luste	hibmo, ulla	haalu	haall	epsh, dashuri	lust	விருப்பம்	కోరిక	heves, arzu	теләк, теләү	потон	бажання	rag'bat	himo	җилвтлһн		хӑрвава, хӑрвабцо	
Länge::N	аура	икӏыхьа́гъ	esoro	aduusi-x́	طول	халалъи	uzunluq	оҙонлоҡ	даўжыня	дължина	দৈর্ঘ্য	hirder	ġusánum	утань, ута богонинь	longitud	йохалла	эвлыгыргын	长度	délka	вӑрӑмӑш	hyd	længde	бухъянди	бехорлъи	Länge	pikkus	μήκος	length	дябуз	longitud	тахталя	luzera	дыӈки, ӈо̄ним	pituus	longueur	fad	ӈонила̄ни	ארך	लंबाई	duljina	hossz, hosszúság	երկարություն	lengd	lunghezza	эвлва˘рва˘н	長さ	სიგრძე	хуват	угд, угдэ, дугдэсь	урт	ұзындық, бой	takissuseq	dirêjahî	ಉದ್ದ	길이긺	кузя	кузьта	pivus	longitudo	лахъишиву	яргъивал	pitkit	ilgis, ilgumas	garums	кува́лма	ку́тыш	നീളം	curhūn	палыт	кыт	кувалмо	найбәз̌үˮ	кылс	lengte	lengde	pitkevys, piduhus	дӕргъ	طول, اوږد والی	طول	długość	comprimento	lungime	длина	уста	guhkkodat	чомпы, чумпыты	куххьквӯдт	dĺžka	dolžína	gåhkoe	guhkkudahka	kukkodâh	õllâdvuõtt	gjatësi	längd	நீளம்	పొడుగు	uzunluk	озынлык	кузьдала	довжина	uzunlik	piduz	ут		ямбӑд, хунӑд	
Lärm::N	ашьҭыбжь	макъэ	shinrim	qidgulina-x́	صخب, ضجة	хъуй, хъуди	gurultu	шаулау	шум	глъчка, шум	হৈচৈ	trouz	śóor, ġauġáa	абяан	sorōll	гӏовгӏа	выргыргын	噪音	hluk	шав	trwst	larm	тӏама-гьама, вяв-гьав	дидини	Lärm	müra	θόρυβος	noise	лэу	barullo, ruido	ныпук, кавлык, мыӈулӷуӷ	harrabots, zarata	мигдын	melu, hälinä	bruit	torann	сиасин	רעש	हुल्लड़, शोर	galama, buka	zaj	աղմուկ	hávaði	chiasso, strèpito	ха˘рва˘рвач	騒音	ხმაური	сый	ӄолдаӈэй	чимээ, шуугиан	айғай-шу, айғай-ұйғай	perpaluk	xarbalix	ಸದ್ದು	소동	шум	зык, зычитӧм, шы	häly	strepitus	чӏу	ван-сес	märā	triukšmas	troksnis	жалакодома, гайф	лӱшкыма́ш, йӱк-йӱа́н	ആരവം	jilgan	суй	юкланымащ	шалнома	ӈирми	тьыу, ыу	lawaai	bråk	kohu, hälineh	уынæр	غالمغال	هیاهو	zgiełk, hałas	barulho, ruído	tărăboi, zgomot	шум	айдаан	šlápma	щӱмы	ё̄афф, шэҏҏ	hluk, hurhaj	hrúp, trúšč	stujmie	juhtsa	ruojâ, šlaaṃâ	šuumm'mõš	zhurmë	bråk, oväsen	சத்தம்	సందడి	şamata, gürültü	шау	ӵашетон	шум	taraq	judu	шууган	сэругэӈ	хэрна	ajdān
Löffel::N	амҳаҵə	джэмы́шх	perabashui	chaltuuya-x́	ملعقة	гъуд	qaşıq	ҡалаҡ	лыжка	лъжица	চামচ	loa	giỵált, -ćhú	халбага	cullera	ӏайг	рилк’унэн’, вонны	食匙	lžíce	кашӑк	llwy	ske	кьулса	кӏовзи	Löffel	lusikas	κουτάλι	spoon	кузи	cuchara	алъӄутаӄ	koilara	ламба, уӈка̄н	lusikka	cuiller	spúnóg	хоня̄н	כף	चम्मच	žlica	kanál	գդալ	skeið	cucchiaio	чкәпч	スプーン	კოვზი	нялы	ӄәкта, ӄыкт	халбага	қасық	alussaat	kevçî	ಚಮಚ	숟가락	пань	пань	lusikka	coclear	къуса	тӏур	kǭj	šaukštas	karote	куцю	совла́, па́не	സ്പൂൺ	kuini	ня̄лы	савала	пенч	күй	лувр̌	lepel	skje	luzikku	уидыг	کاشوغه	قاشق	łyżka	colher	lingură	ложка	луоска	baste	солак	пасьтэмь	lyžica	žlíca	buste	bassti	pastem	pâ´sttem	lugë	sked	கரண்டி	గరిటె	kaşık	кашык	пуньы	ложка	qoshiq	luzik	ухр	чамуодии	ху	loškə-rā
Lüge::N	амц	пцӏы	shunge	aǵanǵu-x́	كذب	гьереси	yalan	ялған	хлусня	лъжа	মিথ্যা	gaou	-úmus	худал	mentida	аьшпаш	тамъён’гыргын, тамъён’ыткогыргын	谎话	lež	ултав, суя	celwydd, anwiredd	løgn	къяна	гьереси	Lüge	vale	ψεύδος, ψέμα	lie	койсу	mentira		gezur	улэ̄к	valhe	mensonge	bréag, éitheach	арган	שקר	असत्य, झूठ	laž	hazugság	սուտ	lygi	bugìa, menzogna		嘘	სიცრუე			худал	өтірік		derew	ಸುಳ್ಳು	거짓말	пӧрьялӧм, ылӧтӧм	пӧръясьӧм, ылӧдлӧм	valeh	mendacium	щялмахъ	ттаб	pietūks, ä’bõigi	melas	meli	васькафнема	шоя́к	കള്ളം	holo gisun	рет	шая	манчема, кенгелема	толыз̌ә		leugen	løgn	kielahus, valeh	гӕдыдзинад, мӕнг	دروغ	دروغ	kłamstwo	mentira	minciună	ложь	сымыйа	gielis	молмы	ке̄лсэллмушш	lož	láž	slaarve, slogne	gieles	kie'les	ǩee´lesvuõtt	gënjeshtër	lögn	பொய்	అసత్యము	yalan	ялган	пӧян, алдан, ӧрекчан	брехня	yolg'on	kelastuz	худл		сияк	
Macht::N	амчра	шынэгъакзэ́	chimondum	angax	سلطة	кверщел	qüdrət	власть	улада	мощ, власт	প্রভাব	galloud	lúum	засаг	potència, poder	ӏедал	вагыргын, власть	权力	moc, mocnost	власть	awdurdod, grym	magt	хӏукумат	хӏукумат	Macht	võim	εξουσία	power		poder, potencia	властя	botere	эӈэси, власть	mahti	pouvoir, puissance	cumhacht		כוח	शासन, सत्ता	vlast, moć	hatalom	իշխանություն	vald	potere	власт	権力	ძლიერება	власть	кый	засаг	өкімет, қожалық	pissaassuseq	destihilat, qewet	ಅಧಿಕಾರ	힘	власть	каналӧм	valta	potestas	власть	власть	võimi	galia, valdžia	vara	азорксши, азорондама	власть	അധികാരം	hoton toose, erdemu, horon	власть	власть	азорксчи	кәмиабся		macht	makt	valdu	хицаудзинад	قدرت	اختیار, قدرت	władza	poder, potência	putere, putință	власть	былаас	fápmu	власть	воаллт	mocnosť, moc	oblást	faamoe	fábmogisvuohta, fábmo	väldi	vä´ldd	pushtet, fuqi	makt	அதிகாரம்	అధికారము	kudret, iktidar	хакимият	власть	влада	iqtidor	vald	йосн	былаас	вато	
Magen::N	аца, ацар	мышкӏу	tui	kilma-x́	معدة	кванирукъ	mədə	ашҡаҙан	страўнік	стомах	পাকস্থলী	stomog		хото	estómac	зорх	кэн’ик’	胃	žaludek	хырӑмлӑх	cylla, stumog	mave	къикъя	ах	Magen	magu	στομάχι	stomach	педик	estómago		urdail	урӣгдэ	maha, vatsa	estomac	goile, bolg	кота	קבה	अमाशय, मेदा	stomak, želudac	gyomor	ստամոքս	magi	stòmaco	нанӄ	胃	კუჭი		сенян	ходоод	асқазан	aqajaroq	navêş	ಉದರ	위	жӧвдӧк	кынӧм	mahalaukku	stomachus	лякьа	хук	ma’g	skrandis	kuņģis	коткърдазь	пага́р	വയർ	guwejihe	сорыг	шӱм	пеке	лоӈхәры	ӿиғр̌	maag	mage	vačču, maha	ахсӕн	معده	معده	żołądek	estômago	stomac	желудок	куртах	čoavji	апсый кота	чо̄ввьй	žalúdok	želódec	tjåejjie	tjoajvve	čuáv'ji	čåu´jj	stomak	mage	வயிறு	కడుపు	mide	ашказаны	ӝуш	шлунок	oshqozon	südäikoht	гесн	моньидавур	нянко	
Meer::N	амшын	хы	atui	alaǵu-x́	بحر	ралъад	dəniz	диңгез	мора	море	সমুদ্র	mor		далай	mar	xӏорд	ан’к’ы	海	moře	тинӗс	môr	hav	урхьу	ралъад	Meer	meri	θάλασσα	sea	море	mar	имаӄ	itsaso	ламу	meri	mer	muir, farraige	намо	ים	समुद्र, सागर	more	tenger	ծով	sjór, haf	mare	ӄыҳ	海	ზღვა	сярас	моря	далай, тэнгис	теңіз	imaq	behr	ಕಡಲು	바다	море	саридз	meri	mare	хьхьири	гьуьл	me’r	jūra	jūra	моря	те́ҥыз	കടൽ	mederi, namu	ся̄рысь	тангыж	моря	дям	ӄер̌ӄ, ӄер̌ӄӈ	zee	hav	meri	денджыз	سمندر, بحر	دریا	morze	mar	mare	море	муора	áhpi, mearra	море	ме̄рр	more	mórje	mearoe	merra, nuorre	meeṛâ	miârr	det	hav	கடல்	సముద్రము	deniz	диңгез	зарезь	море	dengiz	meri	теңгс	чавул	ямʼ	čobul
Menge::N		пчъагъэ́			كمية		miqdar	һан	колькасць	количество	পরিমাণ	bern	ċaq-ċamúlaq, burdí	олон үсөөн	quantitat	дукхалла	мыкгыргын	数量	množství	йыш	swm, maint	mængde	бекӏа, цӏур, кьадар		Menge	hulk, arv	ποσότητα	amount	ок	cantidad	угляхтаталя	kopuru	количество	määrä	quantité	méid	хамача̄-нӯ эгдилэ̄ни	כמות	मात्रा	količina, mnoštvo	mennyiség, sokaság	քանակ	magn	quantità		量	რაოდენობა			тоо	мөлшер	amerlassuseq	qas	ಮೊತ್ತ	수양		лун, числӧ	miärä	copia		кьадар	touk	kiekis, daugybė	masa, daudzums	лувкс	чот	അളവ്		са̄вит, число̄	шот	лововкс	ӈуӈкә, ӈуӈкәз̌үˮ		hoeveelheid	mengde	lugumiäry	бӕрц	اندازه	مقدار, اندازه	ilość	quantidade	cantitate	количество	ахсаан	doahkki, mearri	число	ла̄ннҍт, туххк	množstvo	količína	mierie	ållo	meeṛi	mie´rr, tukk	sasi	mängd	தொகை	మొత్తము	miktar	микъдар	лыдпус, лыд	кількість	miqdor	äjüz'	ик		толыр	
